"Date","Region","New_Tests","Total_Tests","Positivity","Turn_Around"
2020-06-30,"Vancouver Coastal",599,60480,0.69,19.4
2020-06-30,"Vancouver Island",279,28561,0.07,18.7
2020-07-01,"BC",1719,198488,0.82,24.6
2020-07-01,"Fraser",493,71676,1.56,21.8
2020-07-01,"Interior",202,27088,0.07,51.4
2020-07-01,"Northern",69,8130,0.25,25.8
2020-07-01,"Unknown",23,1621,0,22
2020-07-01,"Vancouver Coastal",683,61163,0.66,19.9
2020-07-01,"Vancouver Island",249,28810,0.07,21.3
2020-07-02,"BC",1596,200084,0.76,24.2
2020-07-02,"Fraser",629,72305,1.36,24.9
2020-07-02,"Interior",208,27296,0.07,35.7
2020-07-02,"Northern",47,8177,0.27,27
2020-07-02,"Unknown",15,1636,0,28.6
2020-07-02,"Vancouver Coastal",503,61666,0.67,20.9
2020-07-02,"Vancouver Island",194,29004,0.15,16.7
2020-07-03,"BC",2060,202144,0.74,24.2
2020-07-03,"Fraser",696,73001,1.32,21.5
2020-07-03,"Interior",242,27538,0.07,57.3
2020-07-03,"Northern",48,8225,0.28,31
2020-07-03,"Unknown",20,1656,0,16.6
2020-07-03,"Vancouver Coastal",759,62425,0.67,18.6
2020-07-03,"Vancouver Island",295,29299,0.13,17.5
2020-07-04,"BC",2092,204236,0.76,24.3
2020-07-04,"Fraser",729,73730,1.32,20.9
2020-07-04,"Interior",356,27894,0.14,42.7
2020-07-04,"Northern",63,8288,0.28,30.6
2020-07-04,"Unknown",23,1679,0,13.8
2020-07-04,"Vancouver Coastal",617,63042,0.73,18.9
2020-07-04,"Vancouver Island",304,29603,0.12,21.1
2020-07-05,"BC",1419,205655,0.73,23.4
2020-07-05,"Fraser",408,74138,1.23,24.1
2020-07-05,"Interior",198,28092,0.14,31.2
2020-07-05,"Northern",25,8313,0.31,29.8
2020-07-05,"Unknown",15,1694,0,27.8
2020-07-05,"Vancouver Coastal",543,63585,0.69,20.5
2020-07-05,"Vancouver Island",230,29833,0.12,21.5
2020-07-06,"BC",1347,207002,0.75,23.1
2020-07-06,"Fraser",525,74663,1.28,22
2020-07-06,"Interior",187,28279,0.13,35.3
2020-07-06,"Northern",39,8352,0.29,29.6
2020-07-06,"Unknown",4,1698,0,31
2020-07-06,"Vancouver Coastal",417,64002,0.75,21.9
2020-07-06,"Vancouver Island",175,30008,0.12,15.1
2020-07-07,"BC",1830,208832,0.78,23
2020-07-07,"Fraser",575,75238,1.41,22.5
2020-07-07,"Interior",163,28442,0.13,44.8
2020-07-07,"Northern",54,8406,0.29,17
2020-07-07,"Unknown",21,1719,0,17.5
2020-07-07,"Vancouver Coastal",675,64677,0.74,21.3
2020-07-07,"Vancouver Island",342,30350,0.06,18.4
2020-07-08,"BC",2358,211190,0.82,24.6
2020-07-08,"Fraser",990,76228,1.43,24.5
2020-07-08,"Interior",184,28626,0.2,49.2
2020-07-08,"Northern",99,8505,0,14.7
2020-07-08,"Unknown",28,1747,0,22.2
2020-07-08,"Vancouver Coastal",752,65429,0.77,22.6
2020-07-08,"Vancouver Island",305,30655,0.05,18.1
2020-07-09,"BC",2559,213749,0.86,23
2020-07-09,"Fraser",1017,77245,1.6,22.3
2020-07-09,"Interior",237,28863,0.19,40.6
2020-07-09,"Northern",57,8562,0,21.5
2020-07-09,"Unknown",18,1765,0,14.1
2020-07-09,"Vancouver Coastal",833,66262,0.7,21.2
2020-07-09,"Vancouver Island",397,31052,0.1,18.3
2020-07-10,"BC",2712,216461,0.9,23.7
2020-07-10,"Fraser",858,78103,1.67,20.3
2020-07-10,"Interior",345,29208,0.24,45.8
2020-07-10,"Northern",87,8649,0,27.9
2020-07-10,"Unknown",25,1790,0,18.9
2020-07-10,"Vancouver Coastal",989,67251,0.75,20.9
2020-07-10,"Vancouver Island",408,31460,0.09,18.1
2020-07-11,"BC",2456,218917,0.95,24.6
2020-07-11,"Fraser",854,78957,1.63,20.2
2020-07-11,"Interior",423,29631,0.29,42.7
2020-07-11,"Northern",73,8722,0,24.1
2020-07-11,"Unknown",23,1813,0,23.1
2020-07-11,"Vancouver Coastal",738,67989,0.93,21.1
2020-07-11,"Vancouver Island",345,31805,0.09,21.2
2020-07-12,"BC",1963,220880,1.04,20.6
2020-07-12,"Fraser",602,79559,1.73,19.8
2020-07-12,"Interior",241,29872,0.34,32.7
2020-07-12,"Northern",36,8758,0,42.7
2020-07-12,"Unknown",23,1836,0,22.7
2020-07-12,"Vancouver Coastal",554,68543,1.09,22.2
2020-07-12,"Vancouver Island",507,32312,0.08,12.5
2020-07-13,"BC",1471,222351,1.02,20.5
2020-07-13,"Fraser",625,80184,1.67,20.6
2020-07-13,"Interior",175,30047,0.34,30.9
2020-07-13,"Northern",39,8797,0,16.2
2020-07-13,"Unknown",9,1845,0,14.9
2020-07-13,"Vancouver Coastal",483,69026,1.05,19.5
2020-07-13,"Vancouver Island",140,32452,0.08,12.3
2020-07-14,"BC",2234,224585,0.98,21.9
2020-07-14,"Fraser",774,80958,1.56,22.4
2020-07-14,"Interior",204,30251,0.44,38.8
2020-07-14,"Northern",86,8883,0,19.6
2020-07-14,"Unknown",27,1872,0,18.5
2020-07-14,"Vancouver Coastal",813,69839,1.03,19.1
2020-07-14,"Vancouver Island",330,32782,0.08,17.6
2020-07-15,"BC",2662,227247,0.98,26.5
2020-07-15,"Fraser",933,81891,1.4,22.5
2020-07-15,"Interior",397,30648,0.69,52.8
2020-07-15,"Northern",92,8975,0.43,24.9
2020-07-15,"Unknown",17,1889,0,24.6
2020-07-15,"Vancouver Coastal",843,70682,1.07,22.5
2020-07-15,"Vancouver Island",380,33162,0.12,18.2
2020-07-16,"BC",3199,230446,1.02,27.1
2020-07-16,"Fraser",881,82772,1.28,22
2020-07-16,"Interior",803,31451,1.35,42.8
2020-07-16,"Northern",91,9066,0.6,25.8
2020-07-16,"Unknown",29,1918,0,20.4
2020-07-16,"Vancouver Coastal",949,71631,1.06,22.4
2020-07-16,"Vancouver Island",446,33608,0.04,19.6
2020-07-17,"BC",2997,233443,1.17,26.1
2020-07-17,"Fraser",976,83748,1.38,22.1
2020-07-17,"Interior",699,32150,1.73,40.6
2020-07-17,"Northern",104,9170,1.34,29.1
2020-07-17,"Unknown",27,1945,0,17.6
2020-07-17,"Vancouver Coastal",818,72449,1.04,21.6
2020-07-17,"Vancouver Island",373,33981,0.12,19.4
2020-07-18,"BC",2493,235936,1.15,23.6
2020-07-18,"Fraser",802,84550,1.43,20.5
2020-07-18,"Interior",518,32668,1.88,36.4
2020-07-18,"Northern",57,9227,1.39,22.9
2020-07-18,"Unknown",29,1974,0,23.4
2020-07-18,"Vancouver Coastal",744,73193,0.85,19.6
2020-07-18,"Vancouver Island",343,34324,0.12,20.4
2020-07-19,"BC",2205,238141,1.17,26.5
2020-07-19,"Fraser",633,85183,1.42,21.8
2020-07-19,"Interior",657,33325,2.06,35.9
2020-07-19,"Northern",46,9273,1.36,27.3
2020-07-19,"Unknown",40,2014,0,20.8
2020-07-19,"Vancouver Coastal",559,73752,0.63,23.3
2020-07-19,"Vancouver Island",270,34594,0.35,22.2
2020-07-20,"BC",1282,239423,1.31,21.9
2020-07-20,"Fraser",384,85567,1.71,20
2020-07-20,"Interior",233,33558,2.19,34.5
2020-07-20,"Northern",50,9323,1.33,24.9
2020-07-20,"Unknown",17,2031,0,15.6
2020-07-20,"Vancouver Coastal",413,74165,0.72,18.5
2020-07-20,"Vancouver Island",185,34779,0.34,17.4
2020-07-21,"BC",2896,242319,1.39,24.1
2020-07-21,"Fraser",957,86524,1.72,22.1
2020-07-21,"Interior",620,34178,2.29,33.8
2020-07-21,"Northern",94,9417,1.31,18.2
2020-07-21,"Unknown",55,2086,0,26.3
2020-07-21,"Vancouver Coastal",799,74964,0.84,22.2
2020-07-21,"Vancouver Island",371,35150,0.38,18.5
2020-07-22,"BC",3060,245379,1.41,22.5
2020-07-22,"Fraser",1039,87563,1.75,20.9
2020-07-22,"Interior",510,34688,2.25,30.4
2020-07-22,"Northern",101,9518,2.39,27.4
2020-07-22,"Unknown",44,2130,0,18.9
2020-07-22,"Vancouver Coastal",985,75949,0.78,20.9
2020-07-22,"Vancouver Island",381,35531,0.38,19.3
2020-07-23,"BC",2568,247947,1.38,21.6
2020-07-23,"Fraser",956,88519,1.79,20.4
2020-07-23,"Interior",225,34913,2.14,30.8
2020-07-23,"Northern",115,9633,2.29,25
2020-07-23,"Unknown",42,2172,0,21
2020-07-23,"Vancouver Coastal",797,76746,0.8,21.3
2020-07-23,"Vancouver Island",433,35964,0.38,19.3
2020-07-24,"BC",2797,250744,1.21,22.4
2020-07-24,"Fraser",973,89492,1.55,21
2020-07-24,"Interior",141,35054,1.96,33.5
2020-07-24,"Northern",151,9784,2.28,28.7
2020-07-24,"Unknown",29,2201,0,18.3
2020-07-24,"Vancouver Coastal",1064,77810,0.76,22.3
2020-07-24,"Vancouver Island",439,36403,0.29,20.1
2020-07-25,"BC",2853,253597,1.17,23.1
2020-07-25,"Fraser",1046,90538,1.44,21.6
2020-07-25,"Interior",431,35485,1.81,35.5
2020-07-25,"Northern",110,9894,3,30.7
2020-07-25,"Unknown",25,2226,0,21.2
2020-07-25,"Vancouver Coastal",863,78673,0.75,18.6
2020-07-25,"Vancouver Island",378,36781,0.28,21.3
2020-07-26,"BC",1874,255471,1.15,23.1
2020-07-26,"Fraser",592,91130,1.5,22.3
2020-07-26,"Interior",202,35687,1.69,33.3
2020-07-26,"Northern",62,9956,2.93,33.8
2020-07-26,"Unknown",33,2259,0,26.3
2020-07-26,"Vancouver Coastal",659,79332,0.81,20.4
2020-07-26,"Vancouver Island",326,37107,0.12,21.5
2020-07-27,"BC",1677,257148,1.07,21.4
2020-07-27,"Fraser",598,91728,1.33,20.4
2020-07-27,"Interior",303,35990,1.64,24.8
2020-07-27,"Northern",60,10016,3.03,32
2020-07-27,"Unknown",33,2292,0,10.8
2020-07-27,"Vancouver Coastal",493,79825,0.72,22
2020-07-27,"Vancouver Island",190,37297,0.12,15.8
2020-07-28,"BC",2400,259548,1.13,20.7
2020-07-28,"Fraser",831,92559,1.74,21.5
2020-07-28,"Interior",369,36359,1.33,24.5
2020-07-28,"Northern",69,10085,3.29,22.3
2020-07-28,"Unknown",31,2323,0,16.8
2020-07-28,"Vancouver Coastal",702,80527,0.61,19
2020-07-28,"Vancouver Island",398,37695,0.08,18.4
2020-07-29,"BC",3875,263423,1.1,21.9
2020-07-29,"Fraser",1263,93822,1.87,22.1
2020-07-29,"Interior",598,36957,1.15,30.2
2020-07-29,"Northern",134,10219,2.85,36.1
2020-07-29,"Unknown",49,2372,0,23.8
2020-07-29,"Vancouver Coastal",1043,81570,0.59,22.9
2020-07-29,"Vancouver Island",788,38483,0.03,11.5
2020-07-30,"BC",3035,266458,1.19,22.8
2020-07-30,"Fraser",786,94608,2.07,20.8
2020-07-30,"Interior",606,37563,1.06,27.7
2020-07-30,"Northern",134,10353,3.33,33.7
2020-07-30,"Unknown",50,2422,0,31.2
2020-07-30,"Vancouver Coastal",850,82420,0.67,21.8
2020-07-30,"Vancouver Island",609,39092,0.06,18.7
2020-07-31,"BC",2313,268771,1.35,22.1
2020-07-31,"Fraser",804,95412,2.47,22.4
2020-07-31,"Interior",245,37808,1.02,22.6
2020-07-31,"Northern",106,10459,3.26,31.5
2020-07-31,"Unknown",60,2482,0,27.2
2020-07-31,"Vancouver Coastal",780,83200,0.82,21.6
2020-07-31,"Vancouver Island",318,39410,0.1,17.8
2020-08-01,"BC",2032,270803,1.54,23.6
2020-08-01,"Fraser",717,96129,2.84,22.6
2020-08-01,"Interior",174,37982,1.04,33.1
2020-08-01,"Northern",83,10542,3.09,34.7
2020-08-01,"Unknown",17,2499,0,26.7
2020-08-01,"Vancouver Coastal",691,83891,1.05,22.6
2020-08-01,"Vancouver Island",350,39760,0.1,20.1
2020-08-02,"BC",1869,272672,1.66,24.5
2020-08-02,"Fraser",781,96910,3.11,23.2
2020-08-02,"Interior",199,38181,1,30.9
2020-08-02,"Northern",67,10609,3.22,32.9
2020-08-02,"Unknown",8,2507,0,26
2020-08-02,"Vancouver Coastal",522,84413,1.02,24.4
2020-08-02,"Vancouver Island",292,40052,0.14,21.8
2020-08-03,"BC",1294,273966,1.73,23.7
2020-08-03,"Fraser",479,97389,3.23,25.5
2020-08-03,"Interior",221,38402,0.91,24
2020-08-03,"Northern",18,10627,3.27,10.8
2020-08-03,"Unknown",16,2523,0,15
2020-08-03,"Vancouver Coastal",449,84862,1.17,22.7
2020-08-03,"Vancouver Island",111,40163,0.14,22.3
2020-08-04,"BC",1751,275717,1.79,21.6
2020-08-04,"Fraser",639,98028,3.14,22.9
2020-08-04,"Interior",297,38699,0.98,20.4
2020-08-04,"Northern",47,10674,3.23,36.7
2020-08-04,"Unknown",12,2535,0,13
2020-08-04,"Vancouver Coastal",527,85389,1.4,22.2
2020-08-04,"Vancouver Island",229,40392,0.19,15.6
2020-08-05,"BC",2661,278378,2.03,21.5
2020-08-05,"Fraser",936,98964,3.54,20.6
2020-08-05,"Interior",336,39035,1.06,18.4
2020-08-05,"Northern",77,10751,2.44,21.9
2020-08-05,"Unknown",28,2563,0,22.7
2020-08-05,"Vancouver Coastal",906,86295,1.69,24.2
2020-08-05,"Vancouver Island",378,40770,0.22,19.5
2020-08-06,"BC",3147,281525,2.11,23.4
2020-08-06,"Fraser",1120,100084,3.38,24.4
2020-08-06,"Interior",482,39517,1.07,25.1
2020-08-06,"Northern",85,10836,2.07,25.5
2020-08-06,"Unknown",47,2610,0,30.3
2020-08-06,"Vancouver Coastal",952,87247,1.95,22.2
2020-08-06,"Vancouver Island",461,41231,0.23,20.3
2020-08-07,"BC",2948,284473,2.03,23.2
2020-08-07,"Fraser",990,101074,3.27,22.5
2020-08-07,"Interior",446,39963,0.97,31
2020-08-07,"Northern",113,10949,1.43,29.3
2020-08-07,"Unknown",75,2685,0,22.7
2020-08-07,"Vancouver Coastal",925,88172,1.93,21.4
2020-08-07,"Vancouver Island",399,41630,0.18,18.5
2020-08-08,"BC",2786,287259,1.91,24.8
2020-08-08,"Fraser",875,101949,3.16,24.7
2020-08-08,"Interior",467,40430,0.9,29.3
2020-08-08,"Northern",104,11053,0.78,38
2020-08-08,"Unknown",25,2710,0,32.4
2020-08-08,"Vancouver Coastal",979,89151,1.81,22.5
2020-08-08,"Vancouver Island",336,41966,0.23,20.9
2020-08-09,"BC",2785,290044,1.8,25.6
2020-08-09,"Fraser",1137,103086,2.69,24.8
2020-08-09,"Interior",402,40832,0.72,27.5
2020-08-09,"Northern",53,11106,1.01,47.3
2020-08-09,"Unknown",68,2778,0,34.9
2020-08-09,"Vancouver Coastal",880,90031,2.08,24.4
2020-08-09,"Vancouver Island",245,42211,0.14,23.6
2020-08-10,"BC",1898,291942,1.92,22.9
2020-08-10,"Fraser",670,103756,2.86,22.9
2020-08-10,"Interior",249,41081,0.75,26.3
2020-08-10,"Northern",68,11174,1.46,45
2020-08-10,"Unknown",74,2852,0,16.5
2020-08-10,"Vancouver Coastal",644,90675,2.2,22.6
2020-08-10,"Vancouver Island",193,42404,0.13,13.9
2020-08-11,"BC",3015,294957,1.9,21.3
2020-08-11,"Fraser",1058,104814,2.81,19.4
2020-08-11,"Interior",424,41505,0.71,25.7
2020-08-11,"Northern",75,11249,1.57,23.5
2020-08-11,"Unknown",40,2892,0,16.1
2020-08-11,"Vancouver Coastal",1045,91720,2.15,22.6
2020-08-11,"Vancouver Island",373,42777,0.17,18.1
2020-08-12,"BC",3665,298622,1.97,24.1
2020-08-12,"Fraser",1244,106058,2.79,25
2020-08-12,"Interior",501,42006,0.67,26.4
2020-08-12,"Northern",113,11362,1.8,23.2
2020-08-12,"Unknown",38,2930,0,23.2
2020-08-12,"Vancouver Coastal",1388,93108,2.33,24
2020-08-12,"Vancouver Island",381,43158,0.17,19
2020-08-13,"BC",3594,302216,2.01,24.1
2020-08-13,"Fraser",1191,107249,2.89,25.3
2020-08-13,"Interior",558,42564,0.49,28
2020-08-13,"Northern",95,11457,2.09,27.7
2020-08-13,"Unknown",42,2972,0,27.1
2020-08-13,"Vancouver Coastal",1279,94387,2.41,22.6
2020-08-13,"Vancouver Island",429,43587,0.17,19.7
2020-08-14,"BC",4089,306305,2.28,23.5
2020-08-14,"Fraser",1619,108868,3.28,24.2
2020-08-14,"Interior",504,43068,0.71,27
2020-08-14,"Northern",175,11632,2.2,31.7
2020-08-14,"Unknown",51,3023,0,25.2
2020-08-14,"Vancouver Coastal",1345,95732,2.57,21.7
2020-08-14,"Vancouver Island",395,43982,0.3,19.1
2020-08-15,"BC",3859,310164,2.42,22.7
2020-08-15,"Fraser",1497,110365,3.47,21.3
2020-08-15,"Interior",406,43474,0.76,29.3
2020-08-15,"Northern",126,11758,2.41,25.3
2020-08-15,"Unknown",60,3083,0,24
2020-08-15,"Vancouver Coastal",1370,97102,2.65,22.6
2020-08-15,"Vancouver Island",400,44382,0.29,20.1
2020-08-16,"BC",2762,312926,2.41,23.8
2020-08-16,"Fraser",828,111193,3.65,24.9
2020-08-16,"Interior",562,44036,0.75,27.1
2020-08-16,"Northern",73,11831,2.07,32.9
2020-08-16,"Unknown",72,3155,0,21.1
2020-08-16,"Vancouver Coastal",838,97940,2.59,21.2
2020-08-16,"Vancouver Island",389,44771,0.31,21.1
2020-08-17,"BC",2609,315535,2.4,21.5
2020-08-17,"Fraser",1083,112276,3.63,22.1
2020-08-17,"Interior",298,44334,0.65,24.8
2020-08-17,"Northern",53,11884,2.25,16.2
2020-08-17,"Unknown",38,3193,0,20.7
2020-08-17,"Vancouver Coastal",870,98810,2.56,21.3
2020-08-17,"Vancouver Island",267,45038,0.42,17.3
2020-08-18,"BC",3361,318896,2.36,23.2
2020-08-18,"Fraser",955,113231,3.54,24.3
2020-08-18,"Interior",483,44817,0.6,19.2
2020-08-18,"Northern",105,11989,2.3,27.2
2020-08-18,"Unknown",119,3312,0,25.6
2020-08-18,"Vancouver Coastal",1224,100034,2.62,24.8
2020-08-18,"Vancouver Island",475,45513,0.44,19.4
2020-08-19,"BC",4157,323053,2.28,23.3
2020-08-19,"Fraser",1529,114760,3.39,24
2020-08-19,"Interior",475,45292,0.49,28.1
2020-08-19,"Northern",138,12127,1.96,25.5
2020-08-19,"Unknown",173,3485,0,16.4
2020-08-19,"Vancouver Coastal",1352,101386,2.61,23.4
2020-08-19,"Vancouver Island",490,46003,0.46,18.6
2020-08-20,"BC",4432,327485,2.28,23.4
2020-08-20,"Fraser",1501,116261,3.46,26.3
2020-08-20,"Interior",628,45920,0.72,23.3
2020-08-20,"Northern",168,12295,1.55,26
2020-08-20,"Unknown",65,3550,0,4.1
2020-08-20,"Vancouver Coastal",1549,102935,2.5,22.6
2020-08-20,"Vancouver Island",521,46524,0.44,18.8
2020-08-21,"BC",3899,331384,2.23,23.5
2020-08-21,"Fraser",1403,117664,3.4,25.9
2020-08-21,"Interior",451,46371,0.54,24
2020-08-21,"Northern",163,12458,1.69,31.2
2020-08-21,"Unknown",132,3682,0,21.2
2020-08-21,"Vancouver Coastal",1280,104215,2.52,21.3
2020-08-21,"Vancouver Island",470,46994,0.46,19.9
2020-08-22,"BC",5006,336390,2.2,23.6
2020-08-22,"Fraser",1931,119595,3.28,25.7
2020-08-22,"Interior",576,46947,0.55,25.1
2020-08-22,"Northern",149,12607,1.53,28
2020-08-22,"Unknown",237,3919,0,21.7
2020-08-22,"Vancouver Coastal",1669,105884,2.57,21.6
2020-08-22,"Vancouver Island",444,47438,0.46,20
2020-08-23,"BC",2901,339291,2.3,24.3
2020-08-23,"Fraser",1186,120781,3.45,27.1
2020-08-23,"Interior",378,47325,0.61,25
2020-08-23,"Northern",91,12698,1.61,30.7
2020-08-23,"Unknown",2,3921,0,19
2020-08-23,"Vancouver Coastal",853,106737,2.56,21.1
2020-08-23,"Vancouver Island",391,47829,0.49,20.3
2020-08-24,"BC",1914,341205,2.3,20.4
2020-08-24,"Fraser",530,121311,3.38,25.5
2020-08-24,"Interior",255,47580,0.65,20.6
2020-08-24,"Northern",44,12742,1.28,25.6
2020-08-24,"Unknown",51,3972,0,17.4
2020-08-24,"Vancouver Coastal",702,107439,2.76,18.9
2020-08-24,"Vancouver Island",332,48161,0.45,15.3
2020-08-25,"BC",4355,345560,2.19,23.4
2020-08-25,"Fraser",1360,122671,3.31,28.7
2020-08-25,"Interior",492,48072,0.58,21.5
2020-08-25,"Northern",72,12814,1.09,22.7
2020-08-25,"Unknown",789,4761,0,19.7
2020-08-25,"Vancouver Coastal",1170,108609,2.69,22.8
2020-08-25,"Vancouver Island",472,48633,0.42,17.7
2020-08-26,"BC",4440,350000,2.13,27.4
2020-08-26,"Fraser",1602,124273,3.16,31.3
2020-08-26,"Interior",588,48660,0.56,23.4
2020-08-26,"Northern",150,12964,1.91,21.6
2020-08-26,"Unknown",151,4912,0,42.4
2020-08-26,"Vancouver Coastal",1458,110067,2.55,26.7
2020-08-26,"Vancouver Island",491,49124,0.48,18.2
2020-08-27,"BC",5430,355430,2.09,27
2020-08-27,"Fraser",1931,126204,3.14,31.9
2020-08-27,"Interior",515,49175,0.4,22.1
2020-08-27,"Northern",148,13112,1.96,30.2
2020-08-27,"Unknown",637,5549,0,21
2020-08-27,"Vancouver Coastal",1670,111737,2.56,27.6
2020-08-27,"Vancouver Island",529,49653,0.51,18.6
2020-08-28,"BC",5479,360909,2,26.3
2020-08-28,"Fraser",1928,128132,2.88,29.3
2020-08-28,"Interior",594,49769,0.41,23.8
2020-08-28,"Northern",152,13264,1.99,27.3
2020-08-28,"Unknown",487,6036,0,27.4
2020-08-28,"Vancouver Coastal",1841,113578,2.61,25.7
2020-08-28,"Vancouver Island",477,50130,0.38,18.5
2020-08-29,"BC",4737,365646,2,23.5
2020-08-29,"Fraser",1529,129661,3.03,26.8
2020-08-29,"Interior",407,50176,0.46,24.5
2020-08-29,"Northern",206,13470,2.43,30.4
2020-08-29,"Unknown",896,6932,0,19.3
2020-08-29,"Vancouver Coastal",1275,114853,2.58,22.3
2020-08-29,"Vancouver Island",424,50554,0.39,19.4
2020-08-30,"BC",3660,369306,2.06,25.6
2020-08-30,"Fraser",1170,130831,3.12,24.3
2020-08-30,"Interior",492,50668,0.54,27.3
2020-08-30,"Northern",149,13619,2.39,35
2020-08-30,"Unknown",226,7158,0,42.4
2020-08-30,"Vancouver Coastal",1179,116032,2.68,23.8
2020-08-30,"Vancouver Island",444,50998,0.32,20.5
2020-08-31,"BC",2345,371651,2.04,20.3
2020-08-31,"Fraser",715,131546,3.13,24.3
2020-08-31,"Interior",285,50953,0.47,20.7
2020-08-31,"Northern",83,13702,2.71,26.9
2020-08-31,"Unknown",9,7167,0,41.2
2020-08-31,"Vancouver Coastal",953,116985,2.58,17.8
2020-08-31,"Vancouver Island",300,51298,0.26,16.2
2020-09-01,"BC",5292,376943,2.08,22.5
2020-09-01,"Fraser",1937,133483,3.08,24.1
2020-09-01,"Interior",470,51423,0.54,18.4
2020-09-01,"Northern",297,13999,3.04,37.5
2020-09-01,"Unknown",12,7179,0,65
2020-09-01,"Vancouver Coastal",2078,119063,2.41,20.4
2020-09-01,"Vancouver Island",498,51796,0.25,19.2
2020-09-02,"BC",5522,382465,2.15,23.2
2020-09-02,"Fraser",1832,135315,3.3,25.1
2020-09-02,"Interior",508,51931,0.67,25.6
2020-09-02,"Northern",222,14221,2.55,28.7
2020-09-02,"Unknown",40,7219,0,22.6
2020-09-02,"Vancouver Coastal",2414,121477,2.35,21.9
2020-09-02,"Vancouver Island",506,52302,0.19,17.8
2020-09-03,"BC",6084,388549,2.14,24.6
2020-09-03,"Fraser",2175,137490,3.09,27.5
2020-09-03,"Interior",535,52466,0.73,25.7
2020-09-03,"Northern",215,14436,2.72,27.7
2020-09-03,"Unknown",10,7229,0,28.7
2020-09-03,"Vancouver Coastal",2577,124054,2.33,23
2020-09-03,"Vancouver Island",572,52874,0.25,18.6
2020-09-04,"BC",5788,394337,2.2,22
2020-09-04,"Fraser",2280,139770,3.3,22.3
2020-09-04,"Interior",522,52988,0.78,27.6
2020-09-04,"Northern",204,14640,2.69,30.1
2020-09-04,"Unknown",5,7234,0,34.4
2020-09-04,"Vancouver Coastal",2265,126319,2.16,20.4
2020-09-04,"Vancouver Island",512,53386,0.28,18.6
2020-09-05,"BC",5519,399856,2.12,23.9
2020-09-05,"Fraser",1867,141637,3.01,24.4
2020-09-05,"Interior",539,53527,0.69,29.3
2020-09-05,"Northern",259,14899,2.17,29.8
2020-09-05,"Unknown",14,7248,0,34.2
2020-09-05,"Vancouver Coastal",2232,128551,2.16,22.8
2020-09-05,"Vancouver Island",608,53994,0.26,19
2020-09-06,"BC",4201,404057,2.14,27.4
2020-09-06,"Fraser",1470,143107,3.02,27.7
2020-09-06,"Interior",279,53806,0.61,27
2020-09-06,"Northern",51,14950,2.78,21.6
2020-09-06,"Unknown",6,7254,0,53.7
2020-09-06,"Vancouver Coastal",1923,130474,2.12,28.5
2020-09-06,"Vancouver Island",472,54466,0.29,22.1
2020-09-07,"BC",3475,407532,2.19,25.8
2020-09-07,"Fraser",1534,144641,3.14,26.2
2020-09-07,"Interior",234,54040,0.65,26.3
2020-09-07,"Northern",104,15054,2.51,53.3
2020-09-07,"Unknown",99,7353,0,32.5
2020-09-07,"Vancouver Coastal",1257,131731,2.1,22.3
2020-09-07,"Vancouver Island",247,54713,0.32,25.7
2020-09-08,"BC",3596,411128,2.4,21.5
2020-09-08,"Fraser",1242,145883,3.47,22.5
2020-09-08,"Interior",338,54378,0.58,20.4
2020-09-08,"Northern",123,15177,2.12,43.4
2020-09-08,"Unknown",122,7475,0,23.2
2020-09-08,"Vancouver Coastal",1397,133128,2.33,19.3
2020-09-08,"Vancouver Island",374,55087,0.3,19.7
2020-09-09,"BC",5378,416506,2.41,20.1
2020-09-09,"Fraser",1506,147389,3.45,20.7
2020-09-09,"Interior",403,54781,0.46,19.3
2020-09-09,"Northern",159,15336,3.05,29.9
2020-09-09,"Unknown",1233,8708,0,19.1
2020-09-09,"Vancouver Coastal",1462,134590,2.55,19
2020-09-09,"Vancouver Island",615,55702,0.35,20.9
2020-09-10,"BC",6503,423009,2.41,26.8
2020-09-10,"Fraser",1861,149250,3.61,24.8
2020-09-10,"Interior",628,55409,0.37,22.9
2020-09-10,"Northern",289,15625,2.52,27.2
2020-09-10,"Unknown",1119,9827,0,42.9
2020-09-10,"Vancouver Coastal",2033,136623,2.73,22.7
2020-09-10,"Vancouver Island",573,56275,0.32,20.1
2020-09-11,"BC",6228,429237,2.42,27.5
2020-09-11,"Fraser",2373,151623,3.37,29.2
2020-09-11,"Interior",279,55688,0.3,23.7
2020-09-11,"Northern",187,15812,2.73,37.7
2020-09-11,"Unknown",66,9893,0,62.4
2020-09-11,"Vancouver Coastal",2726,139349,2.91,26.7
2020-09-11,"Vancouver Island",597,56872,0.37,19.8
2020-09-12,"BC",5963,435200,2.42,26.4
2020-09-12,"Fraser",2445,154068,3.31,25.1
2020-09-12,"Interior",83,55771,0.27,13.8
2020-09-12,"Northern",237,16049,3.04,37.4
2020-09-12,"Unknown",17,9910,0,37.1
2020-09-12,"Vancouver Coastal",2703,142052,2.82,27.8
2020-09-12,"Vancouver Island",478,57350,0.39,21.4
2020-09-13,"BC",5343,440543,2.31,32.4
2020-09-13,"Fraser",1667,155735,3.05,34.8
2020-09-13,"Interior",394,56165,0.34,27.7
2020-09-13,"Northern",26,16075,2.76,42.8
2020-09-13,"Unknown",754,10664,0,43.1
2020-09-13,"Vancouver Coastal",1959,144011,2.92,30.1
2020-09-13,"Vancouver Island",543,57893,0.35,20.8
2020-09-14,"BC",3614,444157,2.21,29.5
2020-09-14,"Fraser",1405,157140,2.82,34.7
